Name;Station;Time;Mean_temp;Max_temp;Min_temp;Precipitation
흀jord Ii;SN71780;2019-01-01;3.1;7.2;1.3;30.1
흀jord Ii;SN71780;2019-01-02;1.8;3.8;-0.5;11.4
흀jord Ii;SN71780;2019-01-03;5.7;7;1.2;5.2
흀jord Ii;SN71780;2019-01-04;6.8;8;6.1;47.8
흀jord Ii;SN71780;2019-01-05;5.5;6.1;4.6;2.1
흀jord Ii;SN71780;2019-01-06;5.9;7.6;4.4;9.6
흀jord Ii;SN71780;2019-01-07;1.6;4.9;0.3;6
흀jord Ii;SN71780;2019-01-08;0.1;1.2;-1;2.9
흀jord Ii;SN71780;2019-01-09;-0.1;1.2;-1.8;8.5
흀jord Ii;SN71780;2019-01-10;4.6;7.5;0.2;9.4
흀jord Ii;SN71780;2019-01-11;2.8;7.3;1.7;16.6
흀jord Ii;SN71780;2019-01-12;0.4;2.7;-0.4;11.4
흀jord Ii;SN71780;2019-01-13;0;2.6;-1.8;4.6
흀jord Ii;SN71780;2019-01-14;0.5;3.1;-2.2;13.7
흀jord Ii;SN71780;2019-01-15;-4.5;0.4;-7.3;5.7
흀jord Ii;SN71780;2019-01-16;-7.5;-5;-10.6;0
흀jord Ii;SN71780;2019-01-17;-5.6;0;-12.1;0.7
흀jord Ii;SN71780;2019-01-18;-1.2;0.4;-3.5;11.2
흀jord Ii;SN71780;2019-01-19;-2.2;0.5;-4.9;14.5
흀jord Ii;SN71780;2019-01-20;-6.5;-1.7;-8.6;6.8
흀jord Ii;SN71780;2019-01-21;-6.9;-4.5;-10.4;0.3
흀jord Ii;SN71780;2019-01-22;-6.2;-2.1;-9.4;2.6
흀jord Ii;SN71780;2019-01-23;-8.8;-6.1;-12.1;0
흀jord Ii;SN71780;2019-01-24;-4.8;-2.7;-8.8;0
흀jord Ii;SN71780;2019-01-25;-3.3;-1.8;-4.8;0
흀jord Ii;SN71780;2019-01-26;-3.8;-2.1;-5.2;0
흀jord Ii;SN71780;2019-01-27;-5;-3.9;-5.9;0
흀jord Ii;SN71780;2019-01-28;-4;-2.3;-6;0
흀jord Ii;SN71780;2019-01-29;-3.5;-1.1;-5.1;0
흀jord Ii;SN71780;2019-01-30;-4.1;-0.9;-8.1;0.1
흀jord Ii;SN71780;2019-01-31;-1.2;0.1;-3.7;0.4
흀jord Ii;SN71780;2019-02-01;-2.3;-0.6;-3.1;0
흀jord Ii;SN71780;2019-02-02;-5.8;-2.6;-7;0
흀jord Ii;SN71780;2019-02-03;-6.3;-5;-7.8;0
흀jord Ii;SN71780;2019-02-04;-7.4;-4.7;-9.3;1.8
흀jord Ii;SN71780;2019-02-05;-10.5;-6.7;-14.2;0
흀jord Ii;SN71780;2019-02-06;-5.8;-0.6;-11.7;0
흀jord Ii;SN71780;2019-02-07;1.6;3.8;-2.6;10.8
흀jord Ii;SN71780;2019-02-08;0.2;2.5;-0.9;0
흀jord Ii;SN71780;2019-02-09;1.4;3.4;-2.2;0.2
흀jord Ii;SN71780;2019-02-10;0.1;1.8;-0.7;5.1
흀jord Ii;SN71780;2019-02-11;-0.4;0.8;-3.6;6.4
흀jord Ii;SN71780;2019-02-12;0.9;1.3;-1.3;12.5
흀jord Ii;SN71780;2019-02-13;4.5;6.6;0.3;14.4
흀jord Ii;SN71780;2019-02-14;5.4;8.2;1.4;6.7
흀jord Ii;SN71780;2019-02-15;4.4;7.7;1.4;13.9
흀jord Ii;SN71780;2019-02-16;4.4;7.2;-0.1;2.5
흀jord Ii;SN71780;2019-02-17;1.8;3.8;-2.3;0.5
흀jord Ii;SN71780;2019-02-18;3.5;7.5;0.8;0
흀jord Ii;SN71780;2019-02-19;2.5;5.4;0.7;0
흀jord Ii;SN71780;2019-02-20;0.1;3.1;-1.5;8.8
흀jord Ii;SN71780;2019-02-21;-0.1;0.9;-1.8;0
흀jord Ii;SN71780;2019-02-22;3.1;4.8;0;6.6
흀jord Ii;SN71780;2019-02-23;4.8;8.3;2.5;8.1
흀jord Ii;SN71780;2019-02-24;6.1;8.1;0.1;0.7
흀jord Ii;SN71780;2019-02-25;6.4;7.5;4.9;0
흀jord Ii;SN71780;2019-02-26;6.6;8.3;5.2;5.1
흀jord Ii;SN71780;2019-02-27;5.9;7.3;4.5;2
흀jord Ii;SN71780;2019-02-28;1.8;5.1;0.2;9.3
흀jord Ii;SN71780;2019-03-01;1.3;2.8;0;10.9
흀jord Ii;SN71780;2019-03-02;1.1;4.5;-0.3;26.7
흀jord Ii;SN71780;2019-03-03;-0.7;0.4;-1.5;7.3
흀jord Ii;SN71780;2019-03-04;-3.4;0;-4.9;0
흀jord Ii;SN71780;2019-03-06;-7.4;-0.5;-13.4;0
흀jord Ii;SN71780;2019-03-07;-4.1;-0.7;-9.1;0
흀jord Ii;SN71780;2019-03-08;-3.2;0.7;-7.6;1.2
흀jord Ii;SN71780;2019-03-09;-3.5;1.3;-5.6;7.7
흀jord Ii;SN71780;2019-03-10;-7.1;-0.1;-12.6;1.9
흀jord Ii;SN71780;2019-03-11;-4.7;2.6;-11.5;0.4
흀jord Ii;SN71780;2019-03-12;-2.3;0.7;-7.7;0.8
흀jord Ii;SN71780;2019-03-13;-0.2;1;-1.2;0
흀jord Ii;SN71780;2019-03-14;1.2;6.1;-1;2.6
흀jord Ii;SN71780;2019-03-15;-0.3;6.2;-4.9;0
흀jord Ii;SN71780;2019-03-16;-0.2;5.7;-4.2;0
흀jord Ii;SN71780;2019-03-17;0;1.9;-3.7;0
흀jord Ii;SN71780;2019-03-18;0.7;5.2;-1.7;0
흀jord Ii;SN71780;2019-03-19;2.3;6.7;-2.6;1
흀jord Ii;SN71780;2019-03-20;4.5;6.8;2.7;2.6
흀jord Ii;SN71780;2019-03-21;4.9;7.6;1.8;5.2
흀jord Ii;SN71780;2019-03-22;5.6;9.5;1.2;0.4
흀jord Ii;SN71780;2019-03-23;3.6;9;1.3;5.6
흀jord Ii;SN71780;2019-03-24;1.3;3.6;0.1;6.1
흀jord Ii;SN71780;2019-03-25;0.7;4.1;-2.4;6.8
흀jord Ii;SN71780;2019-03-26;1.9;3.4;0.2;8.5
흀jord Ii;SN71780;2019-03-27;5.8;7.1;0.6;7.4
흀jord Ii;SN71780;2019-03-28;8.7;12.1;4.8;7.1
흀jord Ii;SN71780;2019-03-29;4.6;10;1.8;9
흀jord Ii;SN71780;2019-03-30;2.3;4.8;0.8;12.3
흀jord Ii;SN71780;2019-03-31;1;3.6;-1.7;12.3
흀jord Ii;SN71780;2019-04-01;2.7;5.9;0.1;7.5
흀jord Ii;SN71780;2019-04-02;2;6.6;-1.6;4.8
흀jord Ii;SN71780;2019-04-03;3.3;10.7;-1.9;0
흀jord Ii;SN71780;2019-04-04;3.4;8.6;-1.3;0
흀jord Ii;SN71780;2019-04-05;6.4;9.6;0.6;0
흀jord Ii;SN71780;2019-04-06;4;7.7;0.7;0
흀jord Ii;SN71780;2019-04-07;2.3;5.4;1.6;0.2
흀jord Ii;SN71780;2019-04-08;0.2;6.1;-4.9;0.3
흀jord Ii;SN71780;2019-04-09;0.4;4.4;-3.1;0
흀jord Ii;SN71780;2019-04-10;-1.5;3.4;-6.1;0
흀jord Ii;SN71780;2019-04-11;-0.3;6.8;-7.2;0
흀jord Ii;SN71780;2019-04-12;0.1;6.5;-7.1;0
흀jord Ii;SN71780;2019-04-13;1.1;7.8;-5.8;0
흀jord Ii;SN71780;2019-04-14;3.4;12.2;-3.9;0
흀jord Ii;SN71780;2019-04-15;4.4;12.1;-3.2;0
흀jord Ii;SN71780;2019-04-16;8;15.7;-2;0
흀jord Ii;SN71780;2019-04-17;9.2;15.3;3.5;0
흀jord Ii;SN71780;2019-04-18;8.2;16.2;-1.4;0
흀jord Ii;SN71780;2019-04-19;9.5;16.5;4.5;0
흀jord Ii;SN71780;2019-04-20;10.6;20.1;1.4;0
흀jord Ii;SN71780;2019-04-21;7.9;10.5;7.2;3.9
흀jord Ii;SN71780;2019-04-22;11.8;22.3;6.4;3
흀jord Ii;SN71780;2019-04-23;13.2;21.1;2.3;0
흀jord Ii;SN71780;2019-04-24;14.2;19.6;6.1;0
흀jord Ii;SN71780;2019-04-25;16.4;20.3;9.8;0
흀jord Ii;SN71780;2019-04-26;15.9;20.3;12;0
흀jord Ii;SN71780;2019-04-27;16.3;21;8;0
흀jord Ii;SN71780;2019-04-28;15.4;22.3;11.7;0
흀jord Ii;SN71780;2019-04-29;9.3;16.2;4.2;0
흀jord Ii;SN71780;2019-04-30;8.1;12.2;6.1;0.6
흀jord Ii;SN71780;2019-05-01;4.5;6.2;3.7;2.9
흀jord Ii;SN71780;2019-05-02;2.5;6.9;0.1;9.6
흀jord Ii;SN71780;2019-05-03;1.7;5.1;-2.2;5.6
흀jord Ii;SN71780;2019-05-04;2.8;5.5;0.4;7.8
흀jord Ii;SN71780;2019-05-05;2.4;5.5;0.7;19.2
흀jord Ii;SN71780;2019-05-06;1.6;7.5;-3.2;1.4
흀jord Ii;SN71780;2019-05-07;2.4;6.7;-3.1;1.4
흀jord Ii;SN71780;2019-05-08;3.4;7.4;1.6;3.5
흀jord Ii;SN71780;2019-05-09;6;10.2;-1.6;1.7
흀jord Ii;SN71780;2019-05-10;10.2;14.1;6.6;1.9
흀jord Ii;SN71780;2019-05-11;5;8.7;4.6;5.2
흀jord Ii;SN71780;2019-05-12;5;8.2;0.1;6.7
흀jord Ii;SN71780;2019-05-13;5;7.4;1.3;1.3
흀jord Ii;SN71780;2019-05-14;6.5;8.7;3.4;3.6
흀jord Ii;SN71780;2019-05-15;8.8;13.2;7.4;5.1
흀jord Ii;SN71780;2019-05-16;8.3;13.3;3.9;0.8
흀jord Ii;SN71780;2019-05-17;14.2;23.1;3.8;0
흀jord Ii;SN71780;2019-05-18;17.3;21.9;8.8;0
흀jord Ii;SN71780;2019-05-19;15.3;20.3;13.2;0
흀jord Ii;SN71780;2019-05-20;14.2;19.3;8.6;0.1
흀jord Ii;SN71780;2019-05-21;17.6;24.8;8.7;0.1
흀jord Ii;SN71780;2019-05-22;18.4;23.3;10.2;0
흀jord Ii;SN71780;2019-05-23;10.8;21;10.2;0
흀jord Ii;SN71780;2019-05-24;11;17.1;5.4;0.8
흀jord Ii;SN71780;2019-05-25;8.3;11.6;5.4;3
흀jord Ii;SN71780;2019-05-26;6.2;9.8;2.9;0
흀jord Ii;SN71780;2019-05-27;5.6;9.5;1.7;1.8
흀jord Ii;SN71780;2019-05-28;5.8;9.9;2;1.3
흀jord Ii;SN71780;2019-05-29;5.9;8.5;2.8;1.1
흀jord Ii;SN71780;2019-05-30;5.4;8.6;2.4;1.8
흀jord Ii;SN71780;2019-05-31;6.4;8.8;3.2;8.3
흀jord Ii;SN71780;2019-06-01;8.8;14.3;6.1;14.8
흀jord Ii;SN71780;2019-06-02;10.8;15.5;5.2;0.8
흀jord Ii;SN71780;2019-06-03;14.8;21.7;11.5;0
흀jord Ii;SN71780;2019-06-04;13;18.6;8.3;8.5
흀jord Ii;SN71780;2019-06-05;14.7;19.9;7.4;1.3
흀jord Ii;SN71780;2019-06-06;19.1;28.6;8.5;0
흀jord Ii;SN71780;2019-06-07;13.5;28.1;10.5;0
흀jord Ii;SN71780;2019-06-08;16.5;24.1;8.7;14.2
흀jord Ii;SN71780;2019-06-09;15.7;23.5;13.8;0.6
흀jord Ii;SN71780;2019-06-10;11;15.2;8.9;2.5
흀jord Ii;SN71780;2019-06-11;12.4;16.7;6.4;0.2
흀jord Ii;SN71780;2019-06-12;14.1;20.9;5.2;0.1
흀jord Ii;SN71780;2019-06-13;13.9;18.1;10.2;0.2
흀jord Ii;SN71780;2019-06-14;16;20.5;11.2;0
흀jord Ii;SN71780;2019-06-15;14.1;18.8;9.9;0
흀jord Ii;SN71780;2019-06-16;17;25.1;9.3;0
흀jord Ii;SN71780;2019-06-17;13.8;18.5;10.9;6.1
흀jord Ii;SN71780;2019-06-18;13.7;20.3;10.8;7.9
흀jord Ii;SN71780;2019-06-19;14.2;18.8;8.7;8.6
흀jord Ii;SN71780;2019-06-20;15.9;20.5;13.4;0.1
흀jord Ii;SN71780;2019-06-21;12.4;16.1;11.5;5.7
흀jord Ii;SN71780;2019-06-22;10.6;13.5;9;2.1
흀jord Ii;SN71780;2019-06-23;10.1;13.1;8.3;5.7
흀jord Ii;SN71780;2019-06-24;12.6;18.2;8.8;4.9
흀jord Ii;SN71780;2019-06-25;14;19.9;6.6;0
흀jord Ii;SN71780;2019-06-26;9.9;16.5;6.3;0
흀jord Ii;SN71780;2019-06-27;10;12.7;9.3;12.3
흀jord Ii;SN71780;2019-06-28;10.6;11.7;8.4;2.5
흀jord Ii;SN71780;2019-06-29;10.6;11.6;10.4;20
흀jord Ii;SN71780;2019-06-30;12.2;15.3;10.2;25.3
흀jord Ii;SN71780;2019-07-01;9.6;12.2;8.9;10.3
흀jord Ii;SN71780;2019-07-02;7.8;10.1;6.4;5.5
흀jord Ii;SN71780;2019-07-03;6.9;8.5;5.4;22.8
흀jord Ii;SN71780;2019-07-04;8.5;12.8;5.4;34
흀jord Ii;SN71780;2019-07-05;9.4;10.4;8.7;14.4
흀jord Ii;SN71780;2019-07-06;10.2;12.1;8.3;6.3
흀jord Ii;SN71780;2019-07-07;11.3;16.3;8.4;1.4
흀jord Ii;SN71780;2019-07-08;10.3;13.7;5.3;0.4
흀jord Ii;SN71780;2019-07-09;12.3;15.9;10.3;1.9
흀jord Ii;SN71780;2019-07-10;11.2;15.4;8.6;0
흀jord Ii;SN71780;2019-07-11;11.9;16.6;5.9;0
흀jord Ii;SN71780;2019-07-12;12.4;16.8;7.7;0
흀jord Ii;SN71780;2019-07-13;11.9;15;10.6;0
흀jord Ii;SN71780;2019-07-14;10.5;12;9.4;0
흀jord Ii;SN71780;2019-07-15;10.3;12.2;8.8;6.6
흀jord Ii;SN71780;2019-07-16;11.3;13.5;9;0.6
흀jord Ii;SN71780;2019-07-17;14;18.9;9.9;0.1
흀jord Ii;SN71780;2019-07-18;18.1;26.1;8.6;0
흀jord Ii;SN71780;2019-07-19;16.6;23.6;11.4;0
흀jord Ii;SN71780;2019-07-20;19.5;25;13.3;0.3
흀jord Ii;SN71780;2019-07-21;18.4;23.1;15.7;0
흀jord Ii;SN71780;2019-07-22;17;22.8;11.7;5.3
흀jord Ii;SN71780;2019-07-23;16.5;21.4;14.4;0
흀jord Ii;SN71780;2019-07-24;21.8;27.1;16;8.5
흀jord Ii;SN71780;2019-07-25;21;31.1;16.7;0
흀jord Ii;SN71780;2019-07-26;24;32.2;13.9;0
흀jord Ii;SN71780;2019-07-27;25.6;31.5;19.8;0
흀jord Ii;SN71780;2019-07-28;26.2;33.2;16.6;0
흀jord Ii;SN71780;2019-07-29;24.8;30.9;20.8;0
흀jord Ii;SN71780;2019-07-30;17.1;23.4;14.1;0.1
흀jord Ii;SN71780;2019-07-31;17.7;23.2;13.5;0
흀jord Ii;SN71780;2019-08-01;15.9;21.7;10.4;0
흀jord Ii;SN71780;2019-08-02;13.4;18.2;8;0.2
흀jord Ii;SN71780;2019-08-03;12.6;15.8;9.6;0
흀jord Ii;SN71780;2019-08-04;12.5;17;8.7;0.5
흀jord Ii;SN71780;2019-08-05;12.1;15.5;9.8;0
흀jord Ii;SN71780;2019-08-06;13.4;19.7;7.1;0.2
흀jord Ii;SN71780;2019-08-07;14.1;19.8;7.3;0
흀jord Ii;SN71780;2019-08-08;14.6;17.3;13.6;0
흀jord Ii;SN71780;2019-08-09;14.2;18.5;12.3;0.6
흀jord Ii;SN71780;2019-08-10;18.8;23.5;12.8;0
흀jord Ii;SN71780;2019-08-11;18.8;24.8;17.2;0
흀jord Ii;SN71780;2019-08-12;13.4;20;12.2;0.9
흀jord Ii;SN71780;2019-08-13;11.4;12.7;10.3;22.3
흀jord Ii;SN71780;2019-08-15;13.3;19.2;7.1;0.4
흀jord Ii;SN71780;2019-08-16;13.1;16.4;10.8;0
흀jord Ii;SN71780;2019-08-17;15.9;20.5;10.4;0.8
흀jord Ii;SN71780;2019-08-18;14.3;18.8;11.2;9.4
흀jord Ii;SN71780;2019-08-19;14;21.9;8.6;2.7
흀jord Ii;SN71780;2019-08-20;13.3;17.9;9.8;2.5
흀jord Ii;SN71780;2019-08-21;11.7;14.2;11.1;2.8
흀jord Ii;SN71780;2019-08-22;12.8;20.3;5;2.6
흀jord Ii;SN71780;2019-08-23;12.5;18.1;8.5;0.1
흀jord Ii;SN71780;2019-08-24;13.6;18.9;7.2;0
흀jord Ii;SN71780;2019-08-25;13.7;16.4;13.2;3.2
흀jord Ii;SN71780;2019-08-26;17.4;26.4;12;13.6
흀jord Ii;SN71780;2019-08-27;17.2;25.7;11.1;0
흀jord Ii;SN71780;2019-08-28;21;28.7;12.7;0
흀jord Ii;SN71780;2019-08-29;15.2;24;13.1;0
흀jord Ii;SN71780;2019-08-30;14.5;21.3;8.6;11
흀jord Ii;SN71780;2019-08-31;15.7;20;13;2.9
흀jord Ii;SN71780;2019-09-01;15.2;20.2;12.7;0.6
흀jord Ii;SN71780;2019-09-02;10;13.8;8.9;6.8
흀jord Ii;SN71780;2019-09-03;8.6;12.4;3.6;2.7
흀jord Ii;SN71780;2019-09-04;11.2;15.1;8;10.5
흀jord Ii;SN71780;2019-09-05;9.3;11.5;8.9;8
흀jord Ii;SN71780;2019-09-06;9.1;12.8;6.8;27.8
흀jord Ii;SN71780;2019-09-07;9;13.8;7.1;7.3
흀jord Ii;SN71780;2019-09-08;9.2;16.7;3.7;0.1
흀jord Ii;SN71780;2019-09-09;12.4;19.3;4.2;0
흀jord Ii;SN71780;2019-09-10;14.8;20.9;9;0
흀jord Ii;SN71780;2019-09-11;15.4;20.8;12.8;0
흀jord Ii;SN71780;2019-09-12;11;12.8;9.6;9.7
흀jord Ii;SN71780;2019-09-13;9.6;11.2;7.3;18.8
흀jord Ii;SN71780;2019-09-14;9;12;6.7;28.2
흀jord Ii;SN71780;2019-09-15;9.6;11;7.6;17.6
흀jord Ii;SN71780;2019-09-16;9.5;11.3;8.3;28
흀jord Ii;SN71780;2019-09-17;8.2;12.5;6.5;28.2
흀jord Ii;SN71780;2019-09-18;7.2;10.6;4.9;14.6
흀jord Ii;SN71780;2019-09-19;5.7;8;1.9;9.4
흀jord Ii;SN71780;2019-09-20;9.7;11.8;5.4;33.3
흀jord Ii;SN71780;2019-09-21;11.1;11.9;10.8;46.8
흀jord Ii;SN71780;2019-09-22;9;11.3;7.2;7
흀jord Ii;SN71780;2019-09-23;9.7;15.2;6.6;0
흀jord Ii;SN71780;2019-09-24;8.6;15.3;3.8;0
흀jord Ii;SN71780;2019-09-25;9.6;15.4;3.5;0
흀jord Ii;SN71780;2019-09-26;10.1;16.1;2.9;0
흀jord Ii;SN71780;2019-09-27;12.2;15.1;9.9;0
흀jord Ii;SN71780;2019-09-28;12.2;16.8;10.8;0
흀jord Ii;SN71780;2019-09-29;8.3;11.5;6;0.1
흀jord Ii;SN71780;2019-09-30;2.2;6.2;-0.2;15.3
흀jord Ii;SN71780;2019-10-01;1.4;4.2;-1.4;5.5
흀jord Ii;SN71780;2019-10-02;6.4;12.2;1.6;9.1
흀jord Ii;SN71780;2019-10-03;4.6;7.6;3.4;2.1
흀jord Ii;SN71780;2019-10-04;1.9;6;-1;0
흀jord Ii;SN71780;2019-10-05;-0.3;5.5;-4.2;0
흀jord Ii;SN71780;2019-10-06;1.8;9.6;-3.9;0
흀jord Ii;SN71780;2019-10-07;4.2;9.8;1.3;0
흀jord Ii;SN71780;2019-10-08;4.9;10.6;-0.3;0.1
흀jord Ii;SN71780;2019-10-09;6.1;10.7;3.5;0
흀jord Ii;SN71780;2019-10-10;3.5;10.7;-0.5;0
흀jord Ii;SN71780;2019-10-11;3.3;8.1;-1.1;0
흀jord Ii;SN71780;2019-10-12;3.2;7.3;-0.6;0.2
흀jord Ii;SN71780;2019-10-13;2.5;8.1;0.1;6.7
흀jord Ii;SN71780;2019-10-14;0.9;7.1;-2.1;6.8
흀jord Ii;SN71780;2019-10-15;1.6;8;-2.3;0.1
흀jord Ii;SN71780;2019-10-16;5.6;9;0.3;0
흀jord Ii;SN71780;2019-10-17;7.5;10.2;5.7;3
흀jord Ii;SN71780;2019-10-18;6.7;11.7;5.1;0.1
흀jord Ii;SN71780;2019-10-19;4.7;7.9;0.7;0
흀jord Ii;SN71780;2019-10-20;3;6.5;-0.9;0
흀jord Ii;SN71780;2019-10-21;2.7;5;-1.5;0.3
흀jord Ii;SN71780;2019-10-22;7.9;12.4;4.4;3.6
흀jord Ii;SN71780;2019-10-23;6.4;8.4;3.2;2.6
흀jord Ii;SN71780;2019-10-24;8.5;11.2;7;14.4
흀jord Ii;SN71780;2019-10-25;6.1;11;4.8;0.9
흀jord Ii;SN71780;2019-10-26;2.6;6.4;0.5;16.5
흀jord Ii;SN71780;2019-10-27;2.1;4.3;0.2;10.1
흀jord Ii;SN71780;2019-10-28;1.8;3.9;0.2;6.7
흀jord Ii;SN71780;2019-10-29;2.9;5.2;0.7;11.4
흀jord Ii;SN71780;2019-10-30;5;6.8;2.1;17.3
흀jord Ii;SN71780;2019-10-31;3.7;6.1;2.9;6
흀jord Ii;SN71780;2019-11-01;2.7;5.7;0.3;5.9
흀jord Ii;SN71780;2019-11-02;0.5;3.3;-1.1;3
흀jord Ii;SN71780;2019-11-03;-3.7;0;-5.2;1.5
흀jord Ii;SN71780;2019-11-04;-4.9;0.1;-6.4;0
흀jord Ii;SN71780;2019-11-05;-7.4;-3.1;-9.3;0.1
흀jord Ii;SN71780;2019-11-06;-5.7;-2.4;-10.6;0
흀jord Ii;SN71780;2019-11-07;-5.1;-1.5;-7;0
흀jord Ii;SN71780;2019-11-08;-6.7;-3.6;-8.1;0
흀jord Ii;SN71780;2019-11-09;-8.2;-3.2;-10.9;0
흀jord Ii;SN71780;2019-11-10;-6.5;-3.1;-10.7;0
흀jord Ii;SN71780;2019-11-11;-4.5;-2.9;-6.9;0
흀jord Ii;SN71780;2019-11-12;-1.4;4.6;-8.9;0
흀jord Ii;SN71780;2019-11-13;-1.2;4.4;-3;0
흀jord Ii;SN71780;2019-11-14;-3.3;-1.3;-4.2;0
흀jord Ii;SN71780;2019-11-15;-1.5;1.7;-5.4;0
흀jord Ii;SN71780;2019-11-16;-0.1;3.3;-3.9;0.1
흀jord Ii;SN71780;2019-11-19;1.2;3.8;0;9.2
흀jord Ii;SN71780;2019-11-20;-0.4;1.6;-2;13.1
흀jord Ii;SN71780;2019-11-21;2.5;6.4;-3.6;0
흀jord Ii;SN71780;2019-11-22;6.8;7.6;4.6;0
흀jord Ii;SN71780;2019-11-23;4.1;7.3;2.6;0
흀jord Ii;SN71780;2019-11-24;-0.5;3.4;-1.3;0
흀jord Ii;SN71780;2019-11-25;0.2;1.1;-1.3;0
흀jord Ii;SN71780;2019-11-26;-1;0.6;-2.1;0.1
흀jord Ii;SN71780;2019-11-27;-1.4;0.8;-4.6;0
흀jord Ii;SN71780;2019-11-28;-3.5;0.6;-6.4;0
흀jord Ii;SN71780;2019-11-29;1.1;3.7;-6.1;6.4
흀jord Ii;SN71780;2019-11-30;0.6;1.9;-3.6;8.9
흀jord Ii;SN71780;2019-12-01;1.4;3.8;-0.1;9.2
흀jord Ii;SN71780;2019-12-02;1.1;2.5;-1.5;12.7
흀jord Ii;SN71780;2019-12-03;5;7.5;0.4;6.3
