Name;Station;Time;Mean_temp;Max_temp;Min_temp;Precipitation
흀jord Ii;SN71780;2019-12-04;6.4;8.3;3.6;34.5
흀jord Ii;SN71780;2019-12-05;3.4;6.5;1.5;4.3
흀jord Ii;SN71780;2019-12-06;3.2;4.5;1;15.3
흀jord Ii;SN71780;2019-12-07;1.6;4.2;0.5;14.8
흀jord Ii;SN71780;2019-12-08;-0.2;2.7;-1;16.5
흀jord Ii;SN71780;2019-12-09;-2.4;-0.6;-5;3
흀jord Ii;SN71780;2019-12-10;-1.4;0.5;-4.8;9.6
흀jord Ii;SN71780;2019-12-11;2.9;6.4;-1;9
흀jord Ii;SN71780;2019-12-12;5.7;6.6;5.1;0.1
흀jord Ii;SN71780;2019-12-13;0.7;5.4;-2.3;0.1
흀jord Ii;SN71780;2019-12-14;3.8;4.9;2.5;0
흀jord Ii;SN71780;2019-12-15;3.2;4;0.7;0
흀jord Ii;SN71780;2019-12-16;-0.4;4.2;-1.8;0
흀jord Ii;SN71780;2019-12-17;1;3.3;-0.2;6.9
흀jord Ii;SN71780;2019-12-18;-1.1;0.3;-2.3;2.3
흀jord Ii;SN71780;2019-12-19;0.9;3.4;-0.8;6.4
흀jord Ii;SN71780;2019-12-20;2.5;7.2;-2.3;0.1
흀jord Ii;SN71780;2019-12-21;5.8;8.9;3;0
흀jord Ii;SN71780;2019-12-22;2.1;4.9;1.8;1.7
흀jord Ii;SN71780;2019-12-23;1.3;2.2;-0.5;1.4
흀jord Ii;SN71780;2019-12-24;-1.7;0.3;-3.1;0.1
흀jord Ii;SN71780;2019-12-25;-2.5;-1.4;-4.6;0.1
흀jord Ii;SN71780;2019-12-26;-1.1;-0.1;-2.6;1.3
흀jord Ii;SN71780;2019-12-27;-3.4;-1;-5.7;0
흀jord Ii;SN71780;2019-12-28;0.9;4.2;-5;1.5
흀jord Ii;SN71780;2019-12-29;5.4;9.5;1.3;9.3
흀jord Ii;SN71780;2019-12-30;6.3;9;5.2;16.9
흀jord Ii;SN71780;2019-12-31;4.5;6.4;1.9;9.9
흀jord Ii;SN71780;2020-01-01;7.4;9;5.2;40.7
흀jord Ii;SN71780;2020-01-02;6.7;10.6;2.7;16.2
흀jord Ii;SN71780;2020-01-03;2.4;9.9;-0.8;11.7
흀jord Ii;SN71780;2020-01-04;2.1;4.6;0.4;8.4
흀jord Ii;SN71780;2020-01-05;3;6.4;-0.8;5.2
흀jord Ii;SN71780;2020-01-06;5;7.4;3.9;7.8
흀jord Ii;SN71780;2020-01-07;5;7.6;1;5.2
흀jord Ii;SN71780;2020-01-08;4.5;8.5;1.6;3.4
흀jord Ii;SN71780;2020-01-09;1.9;5.3;-0.3;12.4
흀jord Ii;SN71780;2020-01-10;1.8;3.3;-0.3;4.3
흀jord Ii;SN71780;2020-01-11;4.5;7.9;0.1;11.9
흀jord Ii;SN71780;2020-01-12;2.5;7.3;0.2;11.6
흀jord Ii;SN71780;2020-01-13;2.3;4.6;0.5;16
흀jord Ii;SN71780;2020-01-14;2.9;6.9;-0.3;4.2
흀jord Ii;SN71780;2020-01-15;1.9;4.7;-1.4;0
흀jord Ii;SN71780;2020-01-16;5.7;7.2;-1.1;0.5
흀jord Ii;SN71780;2020-01-17;4;6.8;2.7;3.8
흀jord Ii;SN71780;2020-01-18;1.6;5.8;-0.9;0
흀jord Ii;SN71780;2020-01-19;4.7;6.2;3.7;8.3
흀jord Ii;SN71780;2020-01-20;8;9.3;2.8;10.5
흀jord Ii;SN71780;2020-01-21;4.3;8.7;2.3;25.8
흀jord Ii;SN71780;2020-01-22;3.4;4.5;2.3;5.5
흀jord Ii;SN71780;2020-01-23;5.3;7.9;0.8;9.1
흀jord Ii;SN71780;2020-01-24;2.3;5.5;0.4;12.5
흀jord Ii;SN71780;2020-01-25;2.5;5.3;0.2;9.9
흀jord Ii;SN71780;2020-01-26;5.9;7.9;4.8;15.1
흀jord Ii;SN71780;2020-01-27;2.3;4.8;0;5.9
흀jord Ii;SN71780;2020-01-28;0.6;3.6;-2.3;0
흀jord Ii;SN71780;2020-01-29;0.7;1.9;-1;0
흀jord Ii;SN71780;2020-01-30;0.1;1.6;-1.8;0
흀jord Ii;SN71780;2020-01-31;3.2;5.6;-1.9;0
흀jord Ii;SN71780;2020-02-01;2.7;5.6;0.7;1
흀jord Ii;SN71780;2020-02-02;2.7;5.1;1.5;6.9
흀jord Ii;SN71780;2020-02-03;-2.3;2.2;-4.2;9.7
흀jord Ii;SN71780;2020-02-04;-2.5;3.2;-7.6;0.4
흀jord Ii;SN71780;2020-02-05;2.7;6.3;0.4;8.1
흀jord Ii;SN71780;2020-02-06;-0.1;0.5;-0.8;27.1
흀jord Ii;SN71780;2020-02-07;5;6.7;0.2;13.1
흀jord Ii;SN71780;2020-02-08;2.2;6.5;-1;0
흀jord Ii;SN71780;2020-02-09;5.5;7.7;1.1;0
흀jord Ii;SN71780;2020-02-10;3.9;6;2.1;2.9
흀jord Ii;SN71780;2020-02-11;1.2;4.9;0.2;18.6
흀jord Ii;SN71780;2020-02-12;1.7;4.2;-0.8;5.8
흀jord Ii;SN71780;2020-02-13;1.1;2.5;-0.3;10.8
흀jord Ii;SN71780;2020-02-14;-0.2;2.1;-1.7;3.9
흀jord Ii;SN71780;2020-02-15;4;6.7;0.2;1.4
흀jord Ii;SN71780;2020-02-16;5;8.2;3.2;1.4
흀jord Ii;SN71780;2020-02-17;5.6;8.9;0.4;0.5
흀jord Ii;SN71780;2020-02-18;4.3;5.8;3.6;1.1
흀jord Ii;SN71780;2020-02-19;-0.5;4.4;-2.3;8.6
흀jord Ii;SN71780;2020-02-20;2.5;5.5;-3.7;0
흀jord Ii;SN71780;2020-02-21;4.6;8.3;-0.4;1.6
흀jord Ii;SN71780;2020-02-22;2.9;6.8;1.4;3.3
흀jord Ii;SN71780;2020-02-23;2.3;3.9;0.7;16.7
흀jord Ii;SN71780;2020-02-24;0;2.2;-0.8;9.5
흀jord Ii;SN71780;2020-02-25;-2.2;1.6;-5;7.8
흀jord Ii;SN71780;2020-02-26;-3.7;-1.5;-7.1;0
흀jord Ii;SN71780;2020-02-27;-3;-0.4;-5.8;0
흀jord Ii;SN71780;2020-02-28;-2.1;0.7;-6.7;0
흀jord Ii;SN71780;2020-02-29;-3.5;2;-6.7;12.5
흀jord Ii;SN71780;2020-03-01;-4;-2.4;-7.6;1.3
흀jord Ii;SN71780;2020-03-02;-2.5;-0.7;-4.5;0.8
흀jord Ii;SN71780;2020-03-03;-1.4;0.9;-2.9;0
흀jord Ii;SN71780;2020-03-04;-0.1;1.5;-2;0
흀jord Ii;SN71780;2020-03-05;0.1;2.6;-2.5;1.7
흀jord Ii;SN71780;2020-03-06;2.3;5.5;-0.4;7.7
흀jord Ii;SN71780;2020-03-07;2.3;6.3;-1.5;2.1
흀jord Ii;SN71780;2020-03-08;4.8;9.2;1.4;3.4
흀jord Ii;SN71780;2020-03-09;4.5;8.6;1.1;2.4
흀jord Ii;SN71780;2020-03-10;3.5;6.6;-0.8;0.2
흀jord Ii;SN71780;2020-03-11;3.5;6;2.2;0.2
흀jord Ii;SN71780;2020-03-12;0.6;4.3;-0.2;3.9
흀jord Ii;SN71780;2020-03-13;-2.3;1.4;-4.2;14.2
흀jord Ii;SN71780;2020-03-14;-1.6;2.1;-7.2;5.1
흀jord Ii;SN71780;2020-03-15;3.4;8.9;-1;0.5
흀jord Ii;SN71780;2020-03-16;1.4;4.9;-4.6;1.8
흀jord Ii;SN71780;2020-03-17;4.4;7.3;0.2;0.1
흀jord Ii;SN71780;2020-03-18;2.7;4.3;0.3;7.8
흀jord Ii;SN71780;2020-03-19;1.8;4.6;-1.3;17.3
흀jord Ii;SN71780;2020-03-20;-0.8;2.6;-4.6;1.8
흀jord Ii;SN71780;2020-03-21;-0.1;5.7;-4;2
흀jord Ii;SN71780;2020-03-22;1;5.6;-4.9;0
흀jord Ii;SN71780;2020-03-23;5.7;10.9;1.6;0
흀jord Ii;SN71780;2020-03-24;5.3;8.9;3;0.8
흀jord Ii;SN71780;2020-03-25;4.2;7.7;3.4;27.1
흀jord Ii;SN71780;2020-03-26;3.5;8.5;-1.2;17.6
흀jord Ii;SN71780;2020-03-27;4.8;6.1;4;0.8
흀jord Ii;SN71780;2020-03-28;0.1;4.4;-2.1;9.8
흀jord Ii;SN71780;2020-03-29;0;3.8;-2.2;12.5
흀jord Ii;SN71780;2020-03-30;0.5;3.5;-4;8.1
흀jord Ii;SN71780;2020-03-31;4.5;5.9;0.8;8.1
흀jord Ii;SN71780;2020-04-01;2.8;6.3;0.6;7
흀jord Ii;SN71780;2020-04-02;0.9;3.8;-0.3;2.1
흀jord Ii;SN71780;2020-04-03;0.1;4.1;-1.7;14.8
흀jord Ii;SN71780;2020-04-04;-0.9;1.9;-2.6;7.2
흀jord Ii;SN71780;2020-04-05;0.7;5.5;-6.5;2.6
흀jord Ii;SN71780;2020-04-06;8.9;14.4;2.1;0.3
흀jord Ii;SN71780;2020-04-07;6.7;10.6;4.2;1.1
흀jord Ii;SN71780;2020-04-08;4.8;8.4;1.6;0
흀jord Ii;SN71780;2020-04-09;3.2;6.4;1;6.4
흀jord Ii;SN71780;2020-04-10;1.9;4.1;0.5;12.8
흀jord Ii;SN71780;2020-04-11;3.9;7.4;-0.3;1.2
흀jord Ii;SN71780;2020-04-12;3.9;7.3;0.3;10.1
흀jord Ii;SN71780;2020-04-13;1.2;3.5;-1.3;17.1
흀jord Ii;SN71780;2020-04-14;4;6.3;0.2;17
흀jord Ii;SN71780;2020-04-15;3.9;6.3;0.6;22.1
흀jord Ii;SN71780;2020-04-16;3.2;5.2;0.9;18.3
흀jord Ii;SN71780;2020-04-17;4;6.3;1.5;8.3
흀jord Ii;SN71780;2020-04-18;4.6;7.1;2;1
흀jord Ii;SN71780;2020-04-19;5.8;8.7;2.9;4.8
흀jord Ii;SN71780;2020-04-20;6;11;3.2;0
흀jord Ii;SN71780;2020-04-21;6.9;14.3;-0.6;0
흀jord Ii;SN71780;2020-04-22;5.8;11.8;-0.6;0
흀jord Ii;SN71780;2020-04-23;4.1;8;-0.7;0
흀jord Ii;SN71780;2020-04-24;5.4;8.4;4.1;3.8
흀jord Ii;SN71780;2020-04-25;4.7;6.3;4;3.1
흀jord Ii;SN71780;2020-04-26;2.9;7.3;1.3;4.3
흀jord Ii;SN71780;2020-04-27;3.9;8.8;-2.5;0.3
흀jord Ii;SN71780;2020-04-28;5.6;10.3;2.4;0
흀jord Ii;SN71780;2020-04-29;6.2;10.3;-0.7;0
흀jord Ii;SN71780;2020-04-30;7.8;11.3;5;0.1
흀jord Ii;SN71780;2020-05-01;7.2;11.6;5;0
흀jord Ii;SN71780;2020-05-02;5;7.1;3.2;0.9
흀jord Ii;SN71780;2020-05-03;5.1;7.5;4.3;10.8
흀jord Ii;SN71780;2020-05-04;4.1;8.2;0.8;7.8
흀jord Ii;SN71780;2020-05-05;5.3;7.2;1.4;4.7
흀jord Ii;SN71780;2020-05-06;4.8;6.8;3.2;2.9
흀jord Ii;SN71780;2020-05-07;4.7;7.2;2.5;11.6
흀jord Ii;SN71780;2020-05-08;4.6;8.5;3.3;5.5
흀jord Ii;SN71780;2020-05-09;2.5;5.8;-0.7;2.5
흀jord Ii;SN71780;2020-05-10;1.4;5.2;-0.1;6.4
흀jord Ii;SN71780;2020-05-11;1.9;5.8;-1.5;8.4
흀jord Ii;SN71780;2020-05-12;1.7;6.4;-1.2;8.8
흀jord Ii;SN71780;2020-05-13;1.6;5.1;-1.4;3.5
흀jord Ii;SN71780;2020-05-14;1.4;4.2;-0.7;8.8
흀jord Ii;SN71780;2020-05-15;2.3;5.4;0;8.6
흀jord Ii;SN71780;2020-05-16;2.7;4.4;0.5;10.5
흀jord Ii;SN71780;2020-05-17;3.7;8.4;0.5;9.5
흀jord Ii;SN71780;2020-05-18;3.7;7.3;-1.4;1.4
흀jord Ii;SN71780;2020-05-19;4.8;9.4;1;3.5
흀jord Ii;SN71780;2020-05-20;6.3;12.2;-0.8;0.2
흀jord Ii;SN71780;2020-05-21;10;16.9;0;0
흀jord Ii;SN71780;2020-05-22;13.1;19.1;4.3;0
흀jord Ii;SN71780;2020-05-23;13.5;16.9;9.8;4.1
흀jord Ii;SN71780;2020-05-24;12.7;17.2;8.9;0.1
흀jord Ii;SN71780;2020-05-25;9.7;14.3;7.9;0.5
흀jord Ii;SN71780;2020-05-26;10.2;17;4.5;0
흀jord Ii;SN71780;2020-05-27;8.6;11.3;6.9;2
흀jord Ii;SN71780;2020-05-28;8.4;9.4;6.8;4.2
흀jord Ii;SN71780;2020-05-29;9.2;11.6;6.5;2.3
흀jord Ii;SN71780;2020-05-30;16;22.2;6.6;0
흀jord Ii;SN71780;2020-05-31;17.4;26.1;9;0.2
흀jord Ii;SN71780;2020-06-01;15;21.1;8.4;0
흀jord Ii;SN71780;2020-06-02;12;16.4;7.6;0
흀jord Ii;SN71780;2020-06-03;10.6;12.1;9.4;0
흀jord Ii;SN71780;2020-06-04;16.6;21.3;9.8;1.8
흀jord Ii;SN71780;2020-06-05;17.9;22.7;11.3;0.1
흀jord Ii;SN71780;2020-06-06;15.7;20.2;12.2;0
흀jord Ii;SN71780;2020-06-07;8.7;18.2;7.1;0.8
흀jord Ii;SN71780;2020-06-08;7.1;10.7;5.9;6.4
흀jord Ii;SN71780;2020-06-09;9.8;17;0.4;0.7
흀jord Ii;SN71780;2020-06-10;14.6;21.6;5.3;0
흀jord Ii;SN71780;2020-06-11;13.6;19.6;5.2;0
흀jord Ii;SN71780;2020-06-12;17.8;27.2;4.9;0
흀jord Ii;SN71780;2020-06-13;20.5;24.9;15;0
흀jord Ii;SN71780;2020-06-14;17.5;23.8;9.1;0
흀jord Ii;SN71780;2020-06-15;15.3;20.3;12.9;0
흀jord Ii;SN71780;2020-06-16;19.4;27.3;10.9;0
흀jord Ii;SN71780;2020-06-17;19;25.7;12;0
흀jord Ii;SN71780;2020-06-18;15.9;21.2;11.5;0
흀jord Ii;SN71780;2020-06-19;17.9;24.7;7.9;0
흀jord Ii;SN71780;2020-06-20;24.9;31.3;12.2;0
흀jord Ii;SN71780;2020-06-21;24.3;29.3;20.5;0
흀jord Ii;SN71780;2020-06-22;15.8;28.2;13.2;0
흀jord Ii;SN71780;2020-06-23;17.5;24.4;10.8;0
흀jord Ii;SN71780;2020-06-24;19.7;25.3;12.7;0
흀jord Ii;SN71780;2020-06-25;18.1;23.4;12.8;0
흀jord Ii;SN71780;2020-06-26;20.8;28.1;11.6;0
흀jord Ii;SN71780;2020-06-27;24.9;33.2;14;0
흀jord Ii;SN71780;2020-06-28;23.8;30.7;20.7;0
흀jord Ii;SN71780;2020-06-29;14.7;25.8;13.1;1.1
흀jord Ii;SN71780;2020-06-30;10.9;13.5;9.5;8
흀jord Ii;SN71780;2020-07-01;8.4;11.9;5.2;2.4
흀jord Ii;SN71780;2020-07-02;9.7;15.5;3.4;5.6
흀jord Ii;SN71780;2020-07-03;8.9;15.2;3.9;0.5
흀jord Ii;SN71780;2020-07-04;11.4;15.8;7.1;19.9
흀jord Ii;SN71780;2020-07-05;15;21.2;5.2;0
흀jord Ii;SN71780;2020-07-06;12.3;17;10.3;0.3
흀jord Ii;SN71780;2020-07-07;11.1;14;9.4;0.5
흀jord Ii;SN71780;2020-07-08;10;13.6;6.2;1.7
흀jord Ii;SN71780;2020-07-09;10.6;13;9.1;4.5
흀jord Ii;SN71780;2020-07-10;12;15.9;6.1;1.6
흀jord Ii;SN71780;2020-07-11;10.8;13.4;7.8;0.3
흀jord Ii;SN71780;2020-07-12;9.6;12.1;8;10.6
흀jord Ii;SN71780;2020-07-13;11.6;17.4;8.8;16.4
흀jord Ii;SN71780;2020-07-14;14;19.2;6.3;0.3
흀jord Ii;SN71780;2020-07-15;16.8;22;10.4;0
흀jord Ii;SN71780;2020-07-16;15.5;19.8;11.7;0
흀jord Ii;SN71780;2020-07-17;13.7;17.6;12.3;0.6
흀jord Ii;SN71780;2020-07-18;15.1;22.5;10.5;11
흀jord Ii;SN71780;2020-07-19;14.5;20;11.3;1.4
흀jord Ii;SN71780;2020-07-20;12.6;15.8;10.7;5.2
흀jord Ii;SN71780;2020-07-21;11;13.9;9.8;1.5
흀jord Ii;SN71780;2020-07-22;10.5;13.7;8.5;18.1
흀jord Ii;SN71780;2020-07-23;10.8;13.5;7.1;18.2
흀jord Ii;SN71780;2020-07-24;10.5;12.1;9.1;8
흀jord Ii;SN71780;2020-07-25;10.9;13.3;10;19.7
흀jord Ii;SN71780;2020-07-26;16.4;23.5;5.4;3.1
흀jord Ii;SN71780;2020-07-27;16.3;20.2;13.1;4.6
흀jord Ii;SN71780;2020-07-28;19.1;23;13.5;6.4
흀jord Ii;SN71780;2020-07-29;17.3;23.3;14.7;0.6
흀jord Ii;SN71780;2020-07-30;14.1;15.6;13.3;0.8
흀jord Ii;SN71780;2020-07-31;14.8;19.8;13.4;3.2
흀jord Ii;SN71780;2020-08-01;18;25.9;10.8;0.1
흀jord Ii;SN71780;2020-08-02;15.6;21.3;11.9;0.1
흀jord Ii;SN71780;2020-08-03;12.4;15.1;11.5;9.3
흀jord Ii;SN71780;2020-08-04;12.2;15.1;10.8;37.8
흀jord Ii;SN71780;2020-08-05;15.2;20.2;8.2;2.8
흀jord Ii;SN71780;2020-08-06;15.6;18.5;13.8;4.2
흀jord Ii;SN71780;2020-08-07;19.2;26.7;12.9;0.1
흀jord Ii;SN71780;2020-08-08;16;23.3;13.5;0
흀jord Ii;SN71780;2020-08-09;12.8;17.2;8.7;4.1
흀jord Ii;SN71780;2020-08-10;15.1;23.1;7.2;0.1
흀jord Ii;SN71780;2020-08-11;14.5;20.2;9.7;0
흀jord Ii;SN71780;2020-08-12;14.6;20.3;9.7;0
흀jord Ii;SN71780;2020-08-13;14.6;18;10.5;0
흀jord Ii;SN71780;2020-08-14;13.9;15.7;12.8;3.4
흀jord Ii;SN71780;2020-08-15;13.8;14.7;11.2;3.4
흀jord Ii;SN71780;2020-08-16;13;17.2;11.7;37.1
흀jord Ii;SN71780;2020-08-17;13.3;20.7;5.1;0.2
흀jord Ii;SN71780;2020-08-18;15.1;21.5;7.8;0
흀jord Ii;SN71780;2020-08-19;15.3;19.4;11.8;0
흀jord Ii;SN71780;2020-08-20;16;22;12.9;2.8
흀jord Ii;SN71780;2020-08-21;20.1;26.1;13;0.1
흀jord Ii;SN71780;2020-08-22;18.2;22.2;15.9;0
흀jord Ii;SN71780;2020-08-23;11.6;15.9;10.7;2.8
흀jord Ii;SN71780;2020-08-24;8.8;11.3;7.3;10.1
흀jord Ii;SN71780;2020-08-25;10.6;13.3;8.1;18.4
흀jord Ii;SN71780;2020-08-26;10.6;15.8;9.1;33.6
흀jord Ii;SN71780;2020-08-27;9.3;15;5.6;0.5
흀jord Ii;SN71780;2020-08-28;10.3;17.2;4.3;0.1
흀jord Ii;SN71780;2020-08-29;9.9;15.8;5.7;0
흀jord Ii;SN71780;2020-08-30;8.1;14.3;5.8;2.4
흀jord Ii;SN71780;2020-08-31;7.6;14.6;1.9;4.4
흀jord Ii;SN71780;2020-09-01;10.8;18.4;3.8;0
흀jord Ii;SN71780;2020-09-02;13.7;21.2;5.3;0
흀jord Ii;SN71780;2020-09-03;16.7;21.1;10;0
흀jord Ii;SN71780;2020-09-04;13.2;17.8;11.2;3.8
흀jord Ii;SN71780;2020-09-05;10.1;15.2;6.4;15.8
흀jord Ii;SN71780;2020-09-06;10.3;15.7;5.6;1.2
흀jord Ii;SN71780;2020-09-07;10.9;15;7.5;1.1
흀jord Ii;SN71780;2020-09-08;11.8;14.4;9.7;12.9
흀jord Ii;SN71780;2020-09-09;10.1;12.1;8.4;12.2
흀jord Ii;SN71780;2020-09-10;8.3;9.5;7.6;21
흀jord Ii;SN71780;2020-09-11;10.4;14.1;6.3;10.5
흀jord Ii;SN71780;2020-09-12;9.4;12.6;7.7;4.7
흀jord Ii;SN71780;2020-09-13;10;12.5;6.3;19
흀jord Ii;SN71780;2020-09-14;9.2;12.4;7.7;9.1
흀jord Ii;SN71780;2020-09-15;8.9;13;4;0
흀jord Ii;SN71780;2020-09-16;8.2;11.4;6.5;8.8
흀jord Ii;SN71780;2020-09-17;8.4;11.7;5.8;2.9
흀jord Ii;SN71780;2020-09-18;11.1;13;7.4;18.8
흀jord Ii;SN71780;2020-09-19;9.5;11.5;8.5;12.3
흀jord Ii;SN71780;2020-09-20;11.3;12.5;7.8;4.5
흀jord Ii;SN71780;2020-09-21;10.9;14.7;8.6;7
흀jord Ii;SN71780;2020-09-22;8.7;11.4;7;20.3
흀jord Ii;SN71780;2020-09-23;9.3;13.8;6.1;3.3
흀jord Ii;SN71780;2020-09-24;9;16;3.2;4.4
흀jord Ii;SN71780;2020-09-25;7.9;15.5;6.1;4.6
흀jord Ii;SN71780;2020-09-26;5.5;10.7;1.5;2.7
흀jord Ii;SN71780;2020-09-27;11.5;15.6;4.6;0
흀jord Ii;SN71780;2020-09-28;16;20.5;10.8;0
흀jord Ii;SN71780;2020-09-29;12.8;18.3;10;0
흀jord Ii;SN71780;2020-09-30;13.3;18.2;9.8;0
흀jord Ii;SN71780;2020-10-01;15.1;18.5;9.3;0
흀jord Ii;SN71780;2020-10-02;13.6;16.1;12;0
흀jord Ii;SN71780;2020-10-03;13.4;15.5;11.6;0
흀jord Ii;SN71780;2020-10-04;14.2;15.9;12.6;0
흀jord Ii;SN71780;2020-10-05;13.1;14.9;12.3;0.4
흀jord Ii;SN71780;2020-10-06;11.8;16;7.2;0
흀jord Ii;SN71780;2020-10-07;10.6;12.6;8.6;0.2
흀jord Ii;SN71780;2020-10-08;9.4;13.7;6.6;3
흀jord Ii;SN71780;2020-10-09;8.7;10.6;7.7;4.6
흀jord Ii;SN71780;2020-10-10;8.1;9.8;7.1;1.3
흀jord Ii;SN71780;2020-10-11;8;10;5.9;1.2
흀jord Ii;SN71780;2020-10-12;6.9;8.8;6.1;14.5
흀jord Ii;SN71780;2020-10-13;6.2;8.9;3.8;14.4
흀jord Ii;SN71780;2020-10-14;5.9;7.6;2.7;0.8
흀jord Ii;SN71780;2020-10-15;7.5;8.3;6.3;2.8
흀jord Ii;SN71780;2020-10-16;7.4;8.4;6.2;5.3
흀jord Ii;SN71780;2020-10-17;6.2;7.8;4.7;15.6
흀jord Ii;SN71780;2020-10-18;3.6;6.8;2.4;11.7
흀jord Ii;SN71780;2020-10-19;1.4;5.8;-0.6;19.6
흀jord Ii;SN71780;2020-10-20;1.2;3.4;-1.7;1.5
흀jord Ii;SN71780;2020-10-21;1.6;4.4;1;0
흀jord Ii;SN71780;2020-10-22;-0.5;4.3;-2.9;0.1
흀jord Ii;SN71780;2020-10-23;0.3;3.9;-1.8;0.7
흀jord Ii;SN71780;2020-10-24;1.4;4.3;-1.7;0.9
흀jord Ii;SN71780;2020-10-25;7.4;12.6;0.8;0
흀jord Ii;SN71780;2020-10-26;4.1;9.3;2.1;5.1
흀jord Ii;SN71780;2020-10-27;1.9;7.9;-0.3;0
흀jord Ii;SN71780;2020-10-28;3.7;8.9;-0.5;0
흀jord Ii;SN71780;2020-10-29;2.6;8;0.8;0.2
흀jord Ii;SN71780;2020-10-30;4.4;8.4;-1;0
흀jord Ii;SN71780;2020-10-31;6.3;9;2.5;2
흀jord Ii;SN71780;2020-11-01;12;14.2;8.2;0
흀jord Ii;SN71780;2020-11-02;10.3;12.6;8.6;0.5
